,댓글
1036,@sori_beenfroy 전역하면 일단 이머리
1037,@miniv.v 내머리 스윙스머리 됐어 갑자기..
1038,@daramgi_jmt 알았냐고
1039,@miyeonis_s2 야수가 말한거야
1040,@92_hwan_ ㅋㅋㅋㅋ 갑자기 생각나네 이머리 !!
1041,쇼 미더 머리
1042,@hoyeon_67
1043,@sw_seung11 @uno_k23 이거맞아?? 승원군...?
1044,@s2__jiya 나랑 다르지??...
1045,@__je0ng.in__ 자기도 이고해바 ㅋ
1046,haha😭
1047,@standaeun 나이머리하까아아아
1048,@j.s_497 스윙스머리하러간다
1049,굿
1050,@layun_hwa 스윙스머리해주세요~
1051,@hansoljin 이번엔 스윙스머리 ㄱ ㄱ
1052,@one_ha.na 나 스윙스컷 할거야
1053,@kangyeomin 이머리였지
1054,@k_m.joon_26
1055,@yuncangbeom6045 낼가서 스윙스 머리 하주세여 하자
1056,@taetaetaekk 차라리 스윙스머리해 .. 비와이머리한다고 하지말고
1057,@xum_nii 이 머리 오때
1058,@wns2baek
1059,@aggiessi_
1060,@geunan23
1061,@___92.k 아니 이거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 무슨 사이트에서 올린줄 알아써
1062,@ss_soyeon_ 개웃ㅋㅋㅋㅋ
1063,@june.seon 이거 말한 거임ㅎㅎ
1064,is that Owen
1065,@p___stone
1066,@life_jl.s2 야수의 자존심을 건들지마라
1067,@s.guno98
1068,@5.20____ 네 오빠🖤
1069,좋다
1070,@oy22un 예은아 술 그만 마셔라고 말해주세요
1071,@cottxxom 이 머리가 신의 한 수
1072,@eesu.7
1073,지렸다오늘 🔥🔥🔥
1074,👍
1075,존경합니다 스맨~~~
1076,본방 보는데 존나 멋있어요
1077,푸하하하하하🤣
1078,블랙넛이네
1079,아 존나 귀여워 아앙 나도 스윙스 머리 할거야 이이잉잉 귀여워 이이잉
1080,@leetaehwa__ 잘어울릴거같은디 ㅎ
1081,아 ㅋㅋ ㅋㅋ ㅋ ㅋㅋㅋㅋ ㅋㅋㅋ ㅋ ㅋㅋㅋㅋㅋㅋ
1082,"이글 제목이 ""어흥"" 인가요? 어흥어흥 거리는 것 밖에 안보여서..ㅎ"
1083,잘어울림ㅋㅋㅋ
1084,ㅋㅋ
1085,..?
1086,돈까스 헤어
1087,아무말~.~
1088,내 롤모델이 야수였다니 ❤️
1089,@moresh_it zㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ -야수-
1090,😭😭😭😭
1091,아니 형 그래서 쇼미 본선진출이야 아니야?? 디엠으로 좀 알려줘
1092,@good_ini_b 하... 윙스형도 하는데...
1093,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1094,스윙스컷 도전
1095,미친ㅋㅋㅋㅋㅋㅋㅋㅋ
1096,이렇게 말하면 쿨해보이고 멋있어보일거야 박력있는 동물적인 래퍼
1097,"미용실가서 박새로이 컷이라고 해야할까, 아니면 스윙스머리컷 이라고 해야할까요...?"
1098,91년도에 제가 처음 했는데요?
1099,스윙스컽
1100,@2no.96 읭...?
1101,아무노래나 해
1102,조까슈 ㅋㅋ
1103,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ형 전용이에
1104,야 수윙스
1105,"ctm, hágame el corte swings por favor."
1106,아 이거 내머리였는데 @ansxogus1120 크롭컷 고딩떄
1107,uh?
1108,@2wanseok 스윙스머리 해줘
1109,저거 원래 뻘컵 머리 아니냐고 ㅋㅋㅋㅋㅋㅋㅋㅋ
1110,윙스컷
1111,@jh_960924 윙스컷.....X
1112,스박윙서스준
1113,윙스형 귀여워
1114,스윙스머리인전
1115,@whduhx
1116,형 잘생겼어
1117,sssssssexy
1118,@h_jin_ 일경컷할래?
1119,스윙스머리🙌🙌
1120,수야수
1121,스윙스 젤루 잘 어울료 ~!~!~!!!
1122,@honghwani 이거해
1123,@dxxe_05.3 ㅋㅋㅋㅋㅋㅋ졸래웃겨
1124,형 안녕하세요🔥🔥
1125,ㅎ... ㅎ...스윙칩 먹고 싶당
1126,"""돈까스 머리 해주세요"""
1127,응응 스윙스가 그렇다면 그런거지 〰️〰️〰️〰️
1128,돈새로이ㅠㅠㅠ
1129,im dead 💀💀
1130,같은 머리 다른 느낌..🤔
1131,아근데 진짜 잘어울려
1132,ㅇㅇ
1133,마이크에 좀 세게 맞으신듯
1134,자신이 잘생긴건 모르고 야수인건 잘아는 남자..
1135,Sexy
1136,"@keun.10 도전해봐요
응원할게요"
1137,아우!!!! 대신 나는!!!! 하다가 불구덩이가는거아니야?
1138,스윙스얼굴형이랑잘어울리는거
1139,좋습니다 행님
1140,그건 ig;
1141,간짜장머리
1142,돈까스야 살 다시 안찌우면 키스박는다
1143,돈가스 머리 아닙니까 형님
1144,돈가스 머리
1145,스록위마
1146,😂😂😂
1147,오빠 거의 복화술 수준
1148,🤣🤣🤣🤣🤣
1149,뭐야 코 옆라인 엄청 이뿌네
1150,차라리 칠첩밥상으로 바꿔부르시지...
1151,이번 명절 친첩보긴 글렀네😢
1152,왜 또 누가 못한대??
1153,"이제 연기도 잘해,,,,🤦🏻‍♀️"
1154,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 귀여움
1155,🔥🔥🔥
1156,Ниче не понимаю смотрю на тебя красивого((
1157,첩첩산중
1158,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1159,chin chuck👏
1160,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ친첩
1161,🔥
1162,돌려까기 👍
1163,형 DM봐죠
1164,😂😂
1165,귀여워 .... 🤍
1166,멋지다 이 남자🔥
1167,@su.__.telllla 친척의 어말 종성에 위치한 'ㄱ'이 'ㅂ'으로 발음되는 양순음화가 발생하고 있는데 어떻게 생각해
1168,@bamboo_0o
1169,@_achromaticolor
1170,형님 일은 운동하는거 아닙니꽈? 부업으로 음악하시는거죠?
1171,좀 쉬십쇼 행님 몰골이 말이 아닙니다
1172,열일
1173,이마 괜찮으십니까 형님
1174,액자에 있는 기여미 누구에여 ?
1175,Why you looking pissed off bro
1176,이시대 쎅시남
1177,머쨍ㅇㅣ
1178,❤️❤️❤️
1179,럽❤️
1180,왜화났어요
1181,🔥❤️
1182,💗💗
1183,우울해보이누
1184,굳
1185,아니 이형 요즘 무드 미쳤네;;;
1186,BOSS😤😤
1187,잘생겼다 ❤️
1188,❣️
1189,멋있어
1190,개멋있다
1191,😍
1192,머싯어서 돌아버려
1193,형 작업실 놀러가고 싶어요
1194,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1195,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1196,마이크도 아프대요
1197,냉돈까스네
1198,🔥🔥🔥쇼미더머니보고 팬이 되었네요. 그 위치에서 참가자로 나오는 것도 큰 도전일텐데 끝까지 물러나지않고 열심히 실력 하나로 증명하는 당신은 이미 승리하셨어요👍🏻👍🏻 그 남자다움에 홀~딱 반했습니다🔥🔥🔥
1199,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 돈까스 다쳤엉 ㅠㅠ
1200,동까아돈까야 아빠머리너무아파 병원데려다줘 저번에 마이크 괜히던져서 ?말이왜케어눌해지셨어욬ㅋㅋㅋㅋㅋㅋㅋㅋ
1201,왜욕먹는거예요?? 난 너무 멋있어 보이는데~~~당당함 패기 나에겐 없는 것들이라 너무 부럽구 멋져보여요 응원합니다 ^^
1202,지후니 머리 콩 했어요?
1203,뭐하냐
1204,마.. 마이크에 결국 맞은 거여..?
1205,ㅋㅋㅋㅋㅋㅋㅋㅋㅠㅠ 3차부터 찢어버리세영
1206,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이 형 개그맨이네ㅋㅋㅋㅋㅋㅋㅋㅋ
1207,말이 어눌해졌는뎈ㅋㅋㅋㅋㅋ
1208,어디에 쿵!!! 하고 박으셧나요?? 그리고 쇼미에 편집좀 그만하라그래요~~ 왜냥편집을 하는지--;;
1209,baby boy😢
1210,ㅋㅋㅋㅋ 사실이었습니까 형님
1211,역시 쿨하고 귀엽군 돈까형
1212,마이크때문이라응거야?
1213,@_barisper ㅋㅋㅋㅅㅂ 마이크에 맞은척 개웃기네
1214,@mushroom_siroom 끼여웡
1215,@jins_unny_ 내 위인 이야
1216,@e.e__eee
1217,@han_berry_ ෆ
1218,코리안 칸예 웨스트 😂
1219,보여줬으니쇼미더머니
1220,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1221,증명하는 사람
1222,형 왜 마이크던져
1223,마이크 없어도 발성으로 씹어먹으니까 던지신거 아닌가 싶군요.
1224,스윙스 존나잘해 존나잘해
1225,스윙스님 크루분들만 fail 눌렀넹.. 소속사 fail 국룰이지
1226,이번 쇼미 스윙스 없었으면 개망했겠네
1227,마이크던지기 게레노
1228,🔥❤️
1229,형 없으면 엠넷 안돌아가
1230,형 디진다돈까스 모드 멋있었어
1231,"지훈형 기죽지말고 당당하게 해내요 언제나 멋진 래퍼고 멋진 사람이니까...저처럼 뒤에서 응원하는 사람들이 많으니까...악플들엔 신경쓰지 마요 다들 자기부터 돌아보고 말해야 하는데 항상 자기는 돌아보지 않고 남은 까기 바쁘죠 😢 언제나 응원하니까 절대 지치지 말고, 가끔씩은 쉬어가면서 앞으로 나아가요"
1232,하 편집뭐야 진짜 1주일 어케 기다려 형
1233,같은소속사 2 페일 박고 가는거 국룰 ㅡ 발성 과시하려고 마이크 던지는 퍼포먼스까지 아주 굿
1234,하앙🔥🔥🔥🔥🔥🔥🔥진짜 조오오오온나 멋있다!!!!!!!!!부아아앙아ㅏ!!!!❤️
1235,아니. 이걸여기서끊으면. 하루종일 스윙스생각외엔 할수가없잖아
1236,욕하지 말고 그냥 고생했다고 격려 한마디만 하자!! 스윙스형 고생했어!👍
1237,"ㅋㅋㅋㅋㅋㅋ보다가 진짜 개웃었네ㅋㅋㅋㄱㅋㅋㄱㅋㅋㅋㅋㅋㅋㄱㅋㄱㄲㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㄲㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ저스디스님, 기리보이님 그 와중에 바로 탈락ㅋㅋㄱㄲㄱㅋㅋ"
1238,마이크 던지고 생목으로 찢었을거라고 믿어여...근데 엠넷 이번시즌에는 왤케 중간에 끊어...증말...
1239,형 왜 급발진해
1240,형 쇼미 잘봤어요
1241,헐 뭐야 8초전
1242,쇼미 투웬티쯤에 형이랑 결승에서 봐야하는데~
1243,아나 후드티 밑으로 입은줄
1244,😍
1245,뭐지?진짜 개존잘
1246,스윙스내꼬....
1247,형 엘범좀 내주세오
1248,🔥
1249,음원 다시 올라왔다 이건가요 ㅋㅋ
1250,기여웡
1251,명절 미운 침첩
1252,스윙스형 사랑해요 🔥🔥🔥
1253,난프레쉬한나이키넌무좀발할아버지의에이식스~ 스윙스~~✨
1254,papi 🔥🔥🔥
1255,안전화 갱!
1256,아 ㅈㄴ 멋있네...🔥
1257,에바적으로 잘생김❣️
1258,Good job👍 Fighting ❤
1259,머리기여워
1260,아니 행님 왜이렇게 스타일리쉬 해졌어요 옷존나 잘입어졌네 나도 따라입게 브랜드도 좀.....
1261,갱갱
1262,@h__dongs @kdy_oung 머싯서ㅠㅠ ㅠㅠ
1263,@ansdkgus__00 진짜 박서준 닮음..살 좀만 더 빼면 ㅇㅈ?
1264,@dongu_99 뭐 ㅡ하냐?
1265,@kkkim_suho ㅋㅋㅋㅋ울집앞인줄..😆😆플라타너스
1266,와 지훈아 너 잘생겼다 계속 잘생겨지네 👍👍 마음속으로 응원하고 있다 멋있어 화이팅
1267,레드 깔맞춤🥀
1268,퇴물 소리 없어지고 다들 인정해주니까 이제야 좀 숨이 트이네 형은 항상 과소평가 되다가 드디어 당연히 인정 받아야 될 것 중에 조그만거 하나 인정받은건거 힙합 진짜 좋아하는 사람들은 다 알아요 !!힘!!
1269,뒤에 있는 카페요
1270,형님 왜 콕스빌리한태 엿 날리셨어여? 둘이 같은팀 되면 어쩌려고...
1271,아이돌 오빠
1272,걷는중?
1273,🔥🔥
1274,멋짐속 여유로움
1275,형 지나가다 봤는데 너무 무서워요;;
1276,이래놓고 사기당해서 돈 다 잃으면 울 거 잖아
1277,SWINGS SWUNG SOME WEIGHTS
1278,나 강릉함씨 함가현
1279,돈까 내꺼
1280,행 사진은 누가 찍어준고 ?
1281,good
1282,멋있어용😍 실물 존잘!ㅋㅋ오빠 사진 찍어주셔서 감사해용~꺄 ㅎ😘
1283,럽❤️
1284,내가 잃을게 뭐가 있는데?
1285,그래서 이거 남친짤인가요
1286,응원합니다 👍👍👏
1287,🔥🔥
1288,♥ ♥ ♥
1289,@essriya_a 윙새로이🙋🏻‍♀️
1290,❤
1291,졸라 멋있는 동네 형🔥
1292,형 쇼미 잘 봤어요
1293,나도
1294,나도 💞💞
1295,형👍
1296,형 진짜로 “듣고있어??” 요즘 매일 듣고 있어요 왜 이걸 이제서야 봤을까...
1297,나두 ෆ
1298,모델
1299,나도
1300,❤️
1301,❤️
1302,세상에서 젤 멋진 (전) 돈까쓰
1303,형 저두요💕
1304,💛
1305,저두요 호빵♥️
1306,우와~👏👏
1307,나도나도 💝💝
1308,❤️
1309,❤️❤️❤️
1310,Love you too
1311,나도 형!
1312,❤️❤️
1313,❤️
1314,미안하다 순간 조세호님인줄 알았다
1315,쇼미 지원 사진
1316,??: 손주드릴때까지 안 입어 검은정장
1317,손주드릴때까지 안 입어 검은 정장
1318,약간 사내 정치에 질려 퇴사하기 직전의 사원같당
1319,엄
1320,"또 인사이트가 스윙스 수트핏 어쩌고 하고, 스윙이 스토리에 인사이트 믿네 어쩌구 하겠네❤️"
1321,형 울지마
1322,DA BOSS 🔥🔥
1323,Nice pic bro
1324,🙏🙏🙏
1325,헐 완전 사진에 빨려들어갑니다
1326,멋잇다 swings
1327,Wow🤩
1328,증명사진으로 폰 뒤에 넣고 다니면 딱이네요
1329,울다찍었습니까?
1330,오라버니 왜 눈가가 초롱하지 않고 슬퍼보입니까..
1331,왜캐잘생겼누
1332,지훈햄 곧 우실 거 같아여..
1333,@jh._.nam 짜증나네 좋아하는 사진 기반으로 해서 왜 이 사진이 추천되는거냐 같이보자
1334,@xanadu_my 뭐지 왜 잘생김
1335,@dntpdbs_0 @_dorothy0120 @_.ten.ten_ 가위바우ㅏ보 이긴사란 폰캐이스 뒤 넣자
1336,@big_dae.han 돈까형 멋지다
1337,@nakooong 입안에 돈까스 앙 물고 없는 척 하는 표정임
1338,오빠 생일 축하해!!🎂🌹✨
1339,생축오빠!! 🎉
1340,HBD brotha 🙏!!
1341,돈까스 케익 많이 먹어~
1342,글 읽는데 음성지원된다 ㅋㅋㅋ 생축!!🎂
1343,오빠 좋은 하루 보내세여!! 🍖🍕🎂
1344,Happy birthday! 올해도 몸도 맘도 건강하고 행복하게 ⚡️⚡️⚡️!!!
1345,오빠 생일 축하드려요 🎂!! 💚🧡
1346,❄️🔥
1347,💙💙💙 HBD King!!!! 🙌🏻
1348,Happy Birthday Brother 👍
1349,생일 ㅊㅋㅊㅋ🥳🥳🥳
1350,지훈아 생일축하해~
1351,❤️shout out❤️
1352,🤍🤍🤍🤍🤍
1353,👏👏👏👏
1354,HBD
1355,AYE HE HIT ~DIFFERENT~ 😳🥴🥴
1356,생일 너무너무 축하하구요 몇년 지나도 정말 너무너무 멋있으시고 최고입니다🥰
1357,🎉🎉🎉🎉
1358,His 광대 is 어나더 레벨
1359,@hostmalong shit is real
1360,@seungxlucia
1361,@s00ining 너 남친 생일이셔?
1362,소년쓰👦🏻
1363,요한이형 여기 올거같아서 말하는데 형 팔자주름 선크림바르면 거기에 뭉쳐요?
1364,아악오빠왜점점잘생겨지는거에요
1365,2등🔥🔥
1366,멋장이예요 👍🏻👍🏻😫👍🏻👍🏻
1367,살만뺐는데 얼굴 개매력덩어리되셨넹👏ㅎㅎ
1368,와 존잘이네 ㅁㅊ
1369,형님 싸인 감사합니다👍 실물갑
1370,아니 오빠 성형했어요?
1371,왜이렇게 잘생겨졌어요
1372,멋짐❤️
1373,요한이는 아직 좋아요 안 박았냐 ??..
1374,@zero.seven.two.eight 존잘인디야....
1375,@rkdtnqls47 어떡해 ㅠ 내스타일 ㅠ 어쩜 ㅠ 하 ㅠ
1376,@nothing_special_00 칼하트 훈남이다ㅋㅋㅋㅋㅋ 껄껄
1377,@da.e_2n 스윙스 잘생겨짐 ㅋㅋㅋㅋㅋ
1378,@ha_ny2 머양 남친짤임
1379,@joodaeng_e 아니 좀 잘생겼잖아 진짜
1380,@kwak_530 왤케잘생겼냐
1381,@xe.x.n 칼하트 맨투맨 사줘라 나
1382,@minseo__jj
1383,@__hxxn.s2 모지? 준호닮았어
1384,@l_u_cy_1234 아니 오ㅑㄹ케 잘생김
1385,@seojoon_ing 헐 잘생갸졌어
1386,
1387,
1388,
1389,
1390,
1391,
1392,
1393,
1394,
1395,
1396,
1397,
