,댓글,출처
59258,@지운앙재문 그래서 세뇌 교육이 무서운거야 맹목적인 충성을 함 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59259,@익명090772 내용 좀 바꿔달라고 해라. 너 집주소까지 다 털렸어,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59260,@익명38cd89 화장실 불 켜져있다. 끄고 자라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59261,"@익명090772 투표할 자유도 없는 새끼들이 시진핑을 빨고 있으니 아이러니하다.
이제 먹고 살만하다고 남들 우습게 보는 저런 건방진 것들이 후진국 중공 놈들이다.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59262,중국은 후진국,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59263,ㅇㄱㄹㅇ 나도 요즘 댓글들 흐름보면서 느낀건데 ㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59264,틀딱 산송장들 이제는 상상속의 좆족들과 쉐도우 복싱 중이냐? 대.단.하.다 ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59265,@레카탄핵원천무효 ㄹㅇ ㅋㅋㅋㅋㅋㅋㅋㅋ 건드리지도 않았는데 노친네들 새벽부터 개발작 일으킴,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59266,@레카탄핵원천무효 네다짱,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59267,좆족새끼들 이제 야마돌았는지 대놓고 티내고 다님 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59268,망상증걸린 노인정을 뭐하러 조선족이 댓글알바함?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59269,@오타밍 그거라도 해야지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59270,와 댓글이랑 추천보니 새벽에 틀단톡 돌리는거보소 니들은 바이든 투표조작 욕할처지가 아니다 ㅉㅉ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59271,"미국 대선 지겹다는 새끼들이
미국 대선글은 꼭 클릭해 보고 댓글달더라 ㅋㅋㅋㅋ
댓글 상단에 꼭 있음 ㅋㅋㅋㅋㅋㅋ

관심이 넘침 ㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59272,@대깨트 ㄹㅇ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59273,@익명aedc5e 다른 좆족들은 자러갔는데 혼자 불침번서고잇네 븅신새끼ㅋㅋㅋㅋ넌몇시교대냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59274,@문경지교 아재요 발닥고 자쇼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59275,@익명aedc5e 좆선족 꺼져,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59276,@익명aedc5e 조선족 할배요. 가서 주무시러 가시소 고마.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59277,@익명aedc5e 셋째 넷째줄만 봐도 짱깨 조선족 말투인데 본인은 완벽하게 속였다고 생각중이겠지? 앞으로는 그냥 틀 이라고만 써 짜장범벅맨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59278,"틀선족들 지쳤냐?
트럼프글 왤케 안 올라오노",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59279,@친구비3만원 틀짱좆족은 어떠냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59280,한국인도 중국인도아닌 족보없는 반잡종세끼들=조선족,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59281,ㅋㅋㅋㅋㅋㅋㅋ맞는것같노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59282,@익명236cd4 차오니마,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59283,@익명faa126 쨩,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59284,@익명faa126 틀좆쪽,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59285,"애초에 나이 50 60쳐먹은 틀선족 퇴물 버러지새끼들 모아놓은거라 키배따위 불가능

컴앞에 앉아서 계정 수십개 띄워놓고 여러사람인척 해야되서 사라졌다가 한참뒤에 나타남ㅋㅋㅋㅋ

어제 계정 5개 등판시킨 짱개 계정 5개에 전부 대댓달았는데 한계정에서 댓글다는동안 4개는 일괄적으로 침묵하더라 ㅋㅋ 티 존나남

써놓은 댓글마다 자추로 4개씩 일괄적으로 박아놓은건 덤

지능 ㄱㅆㅎㅌㅊ

후다닥 다른글가서 ㅁㅈㅎ테러하느라 바쁨ㅋㅋ 미국 일본 대만사이트에서도 분탕쳐야되서 인력난 겪는중",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59286,조선족vs 한국인 누가더 사기 잘치냐? 조선족 뿌리 고조선 전 한나라 한국인 뿌리 고조선 전 한나라 서로 동무였노 씨발 어쩐지 이색키들 사기 존나 잘치고 다니더라 카악퉤,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59287,@멸공좌좌 자폐증 짱깨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59288,@사과친환경 너랑 조선족 중국몽은 한몸이다 너의 동무다 사이좋게 지내라 나한테는 오지마라 나는 위대한 갓본이다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59289,"@멸공좌좌 라고 부르짖는 머림동방구석 명예갓본시민이었다

https://m.ilbe.com/view/11277986437?search=%EC%9C%A0%EB%8F%99%EC%88%98&searchType=title_content&listStyle=list",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59290,"@멸공좌좌 아니야 조선족이든 한국인이든 이미 몽골한테 침략당했을때 다 털렸고 예전 DNA 싹다 사라졌음. 사실상 지금의 한국,중국인들은 칭기스칸의 후예들임",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59291,@보트릭스설계자 내가볼땐 조선족 한국인 중국몽은 3다 사악하다 한국살면서 사기꾼 이랑 꽃뱀만나서 인생죠질뻔햇다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59292,"상상속의 좆족, 망상. 새로 도입한 컨셉인가 보네",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59293,조선족 할아버지들 힘냅시다!!,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59294,알바들아~ 난 자러간다.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59295,지쳐부렀노? 요새 바이든글도 안올리는듯ㅋㅋㅋ 업무태만ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59296,우마오당 꾸릉내새끠들,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59297,"틀딱 망상 정신승리 ㅋㅋㅋ
바이든 대통령이라는 소리 하나에
다 좆족 만들고 갖은 욕설 다 함 ㅋㅋ

총 득표 모든 미국 방송국 모든 국내 방송국에서 다 바이든이 당선됐다고 하는데
지들만 아니라고 함. 결국 트럼프가 재임한대
졸보 틀딱 틀럼프나
중공 좆집 바이슨이나
누가 되도 그냥 된건데
지들이 원하는 사람 아니라고 현실부정함",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59298,부정선거 한국서 확정나면 조선족 다 내보내야 할건데 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59299,@조국조나조커 뭘 내보네.. 에프킬라 뿌려서 다 죽여야지.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59300,틀딱미만잡아님? 틀 한글자 달아주면 개풀발에 고향까지 바꿔주던데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59301,"글쎄 스트레스받는건 니네 늙은이들이 아닐까??

미국을 포함해 세계 거의 모든국가에서 바이든 당선 인정하고 축사를 보내는데

아무관련없는 틀니들은 왜 지랄일까 ㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59302,바퀴벌레들이 지능이 생겨서 화내고 있음 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59303,좆족진짜잇긴한건가? 허상만둘거나 프레임씌워서 정신승리하는걸로 보임...,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59304,조선다먹었는데 영어알바새끼들이 좆같이해서 지들또 열일해야해서 좆같아졋나봄 ㅋㅋㅋ. 조선족들활용해서 조선은 70퍼언어로쳐묵했는데 영어는 안되거든 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59305,홍어새끼들 좆선족이랑 동급취급받아서 ㅂㄷㅂㄷ??ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59306,이새끼들은 할말없으면 시도때도없이 틀거리네ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59307,장제스가 세운 대만이 진짜 예전 대국의 후손들이지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59308,실제 좆선족 새끼들 옆에 있으면 좆나게 불쾌함 주먹나가기 카운터 세게됨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59309,"진짜 조선족 맞더라 ㅋ
이새끼들 국민들 세금으로 쳐먹고 사는 뻔뻔스런 바퀴벌레들",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59310,편돌인데 조선족으로 추정되는 새끼들 오면 존나게 재수없더라. 인사도 안함. 너무 불쾌하고 기분이 더러움,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59311,일베 새벽반이랑 붙는데 맨정신이겠냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59312,@돈키 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59313,??? : 조선족 할아버지들! 인육도 좋지만 채소도 골고루 드시고 건강하세요!,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59314,ㅇㄱㄹㅇㅋㅋㅋㅋㅋㅋㅋ 짱깨새끼들ㅋㅋ 그딴일이나하면서 쥐꼬리만큼받으니 사트레스받짘ㅋㅋㅋㅋ개병신좆족들ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59315,"틀딱새끼들은 진짜 반일대꺠문새끼들이랑 ㄹㅇ 다를게 없다
뭔 씨발 짱깨새끼들하고 좆선족들을 만들어내서 쉐복이나 쳐 하고있노 ㄹㅇ ㅋㅋㅋㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59316,@pthc 닉이 위험한 단어인거같은데 혹시 경찰 무서워하노?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59317,@롬멜장군 내 닉을 아는거보니 너도 정상은 아니구나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59318,"@pthc ? 도대체 뭔데 그러노
난 PC주의 빨갱이 세력인줄 알았는데
뭐 있노?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59319,@롬멜장군 그러게?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59320,@pthc Pthc???그거 소아성애용어아니노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59321,"@노알라킹 '그'리웹 분들 화나게 하지마라.
아동성애도 권리라고 당당하게 주장하시는 분들이다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59322,조선족애들은 왜 식인을 할까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59323,"부정선거글이 더이상 안나와야 달성률성공하고 퇴근하는데

일게이들이 자꾸 올리니까 퇴근못하고 빡쳐서 저러는거임",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59324,틀짱대전은 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59325,틀닭...,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59326,한국어 따라하는 여진족,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59327,능욕 ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59328,어찌보면 일베충들보다 더 열심히 살고있음 ㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59329,병신 좆족 새끼들 ㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59330,ㅋㅋㅋㅋㅋ 요즘 좀 ㅂㄷㅂㄷ하면서 달려드는건 ㄹㅇㅍㅌ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59331,짱개새키들 ㅋㅋㅋㅋ 제발 팻보이 형님 한 50방 쳐맞음 좋겠다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59332,불철주야. ㅋㅋㅋ 2베,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59333,장기전에서 밀리나봄 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59334,도태중남 ㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59335,애국자야...중국의,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59336,틀딱도 한반도의 전투민족이지. 다만 뇌가 없을 뿐 ^^,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59337,@무명귀 느금마는 난자가 없던데?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59338,@짱꼴라개호로씹년들아 뷰웅 신,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59339,"@무명귀 이 짱깨련이 뷰웅 신 이란다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 신은 왜 띄웠냐? 장애새끼 ㅋㅋㅋㅋㅋㅋ
할 줄 아는 말도 짧고 씨부려도 어색한 이세상 어디다 내놔도 하수구냄새 그늠마 보릉내처럼 풀풀 풍기는 좆같은 씨발년아 ㅋㅋㅋㅋㅋ
나랑 키배 떠서 사생아 싸지른 니애미처럼 무참하게 강간당할래? 아니면 겨우 아는 욕 하나 끄집어내서 던진 후 튈래? 골라봐 좆병신아 ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59340,@짱꼴라개호로씹년들아 스스로 ㅂㅅ ㅇㅈ 하고 있네. ㅉㅉ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59341,@익명5c3a8f 니 애미한테 보여 주고 싶은 뎃글들이네 ~ 존내 좋아하실듯 ~~ 뷰웅 신,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59342,@익명a8602c ㅉㅉ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59343,@익명454203 거지같은 말 던지면 멋지거나 상대가 도발 당할거라 생각하누 ~ ㅂㅅㄴ 니인성 ㅇㅈ하는거고 개무시 당할 뿐이고 별 내용도 없는거 긔찮아도 답글 달아주면 ㄱㅅㅎㄴㄷ 해라.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59344,@익명8d3cbb 뷰웅 신 ~,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59345,@익명8bce55 정신승리 망상증 오지네 ㅋㅋ 쀼웅 신 좋단다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
